"f_footprint_ID","f_incident_ID","f_length","f_greates_width","f_heel_width","f_average","f_heel","f_ball","f_toes","f_obs_print","f_obs_weight","f_animal_weight","f_stride_inches","f_average_stride","f_longest_stride","f_shortest_stride","f_estimated_age","f_age_unit","f_number_of_tracks","f_trail_followed","f_trail_ended","f_condition","f_tracks_showed","f_ball_of_foot","f_arch","f_ridge","f_number_of_toes","f_deformity","f_bumps","f_claw_marks","f_size_of_toes","f_longest_toe","f_hand_print_s","f_knee_prints","f_cast","f_photo","f_human","f_pattern_of_walk","f_feet_in_line","f_obstacles","f_set_of_tracks","f_other_footprint_codes","f_direction","f_material_made_in","f_comp_entry_date","f_operation","f_water","f_other_marks","f_other_tracks","f_human_tracks_present","f_what","f_tracks_came_from","f_went_to","f_foot_shape","f_trackmaker_attracted_by","f_remarks","f_state_prov"
992410,"992410","23.0",,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,"frozen ground",,,,,,,,,,,,,
992411,"992411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992412,"992412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992413,"992413","21.0",,,"5.00",,,,,,,,"60",,,,,"many",,,,,,,,"3",,,,,,,,,,,,,,1,,,"dirt",,,,,,,,"road","trees",,,,
992414,"992414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992415,"992415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992416,"992416",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992417,"992417","14.0",,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992418,"992418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992419,"992419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992420,"992420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992421,"992421","24.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992422,"992422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992423,"992423","16.0","8.0","6.5",,,,,,,,,,,,,,"many",,,,,,,,,,,,,,,,,,,,,,1,,,"snow",,,,,,,,"camp","park",,,,
992424,"992424",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992425,"992425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992426,"992426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992427,"992427","18.0","12.0",,,,,,,,,,,,,,,"many",,,,,,,,"5",,,,,,,,,,,,,,,,,"snow",,,,,,,,,,,,,
992428,"992428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992429,"992429",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992430,"992430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992431,"992431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992432,"992432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992433,"992433",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992434,"992434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992435,"992435","22.0","9.0","8.0",,,,,,,,,"36",,,,,"many",,,"good",,,,,"5",,,,"toes more of a size than human's","first",,,,,,,,,1,,,"snow",,,,,,,,"road","trees","long-toedýwide",,,
992436,"992436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992437,"992437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992438,"992438",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992439,"992439",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992440,"992440",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992441,"992441","16.0","6.0",,,,,,,,,,"60",,,,,"2000",,,"poor",,,,,"3",,,,,,,,,,,,,,1,,,"hard shallow snow",,,,,,,,,,,,,
992442,"992442","24.0",,,,,,,,,,,"120",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"snow",,,,,,,,,,,,,
992443,"992443","20.0",,,,,,,,,,,"54",,,,,"many",,,"poor",,,,,,,,,,,,,,,,,,,1,,,"snow",,,,,,,,"trees","trees",,,,
992444,"992444","24.0",,,,,,,,,,,,,,,,"many",,,,,,,,,,,,,,,,,,,,,,1,,,"snow",,,,,,,,,,,,,
992445,"992445",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992446,"992446",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992447,"992447","big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992448,"992448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992449,"992449","14.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992450,"992450","18.0","8.0",,,,,,,,,,,,,,,,,,"poor",,,,,"5",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992451,"992451",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992452,"992452","16.2","6.7",,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992453,"992453",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992454,"992454","16.0",,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992455,"992455",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992456,"992456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992457,"992457","17.0","6.0",,,,,,,,,,"34",,,,,"20",,,,,,,,"5",,,,,,,,,,,,,,1,,,"soft shallow snow",,,,,,,,"hill","hill",,,,
992458,"992458",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992459,"992459",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992460,"992460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992461,"992461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992462,"992462",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992463,"992463",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992464,"992464","17.7","7.5",,"3.75",,,,,,,,,,,,,"1",,,,,,,,"5",,,,"big toe far largest",,,,,,,,,,1,,,"dirt",,,,,,,,,,,,,
992465,"992465",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992466,"992466",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992467,"992467","18.0","7.5",,,,,,,,,,,,,,,"1",,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992468,"992468",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992469,"992469","17.0","6.0",,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992470,"992470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992471,"992471","17.0",,,,,,,,,,,,,,,,"1",,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992472,"992472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992473,"992473",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992474,"992474",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992475,"992475","13.0",,,,,,,,,,,,,,,,"1",,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992476,"992476","12.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992477,"992477",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992478,"992478",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992479,"992479",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992480,"992480",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992481,"992481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992482,"992482","big",,,,,,,,,,,"72",,,,,"37",,,,,,,,"5",,,,,,,,,,,,,,1,,,"mud",,,,,,,,,,"wide",,,
992483,"992483",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992484,"992484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992485,"992485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992486,"992486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992487,"992487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992488,"992488",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992489,"992489","14.0",,,,,,,,,,,,,,,,"1",,,"poor",,,,,,,,,,,,,,,,,,,,,,"gravel",,,,,,,,,,,,,
992490,"992490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992491,"992491",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992492,"992492","17.0","9.0",,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992493,"992493",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992494,"992494","17.0","9.0",,,,,,,,,,"long",,,,,"many",,,,,,,,"5",,,,,,,,,,,,,,1,,,"hard deep snow",,,,,,,,,,,,,
992495,"992495",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992496,"992496","18.0",,,,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992497,"992497","big",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992498,"992498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992499,"992499","18.0",,,,,,,,,,,"54",,,,,,,,"poor",,,,,,,,,,,,,,,,,,,1,,,"sod",,,,,,,,,,,,,
992500,"992500","13.0","8.0",,,,,,,,,,,,,,,"3",,,,,,,,"3",,,,,,,,,,,,,,1,,,,,,,,,,,,,"wedge-shape",,,
992501,"992501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992502,"992502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992503,"992503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992504,"992504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992505,"992505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992506,"992506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992507,"992507",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992508,"992508",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992509,"992509",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992510,"992510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992511,"992511","big",,,,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992512,"992512",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992513,"992513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992514,"992514",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992515,"992515",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992516,"992516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992517,"992517","big",,,,,,,,,,,,,,,,"many",,,,,,,,"3",,,,,,,,,,,,,,1,,,"snow",,,,,,,,,,,,,
992518,"992518",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992519,"992519",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992520,"992520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992521,"992521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992522,"992522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992523,"992523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992524,"992524","16.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992525,"992525",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992526,"992526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992527,"992527",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992528,"992528",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992529,"992529",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992530,"992530",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992531,"992531",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992532,"992532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992533,"992533",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992534,"992534",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992535,"992535","11.5","7.5",,"1.00",,,,,,"650",,"72",,,,,"many",,,,,,,,,,,,,,,,,,,,,,1,,,"dirt",,,,,,,,"yard","road",,,,
992536,"992536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992537,"992537",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992538,"992538",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992539,"992539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992540,"992540",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992541,"992541",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992542,"992542","big",,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992543,"992543",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992544,"992544","13.0",,,,,,,,,,,,,,,,"few",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992545,"992545","14.0","9.0",,,,,,,,,,"66",,,,,,,,,,,,,"3",,,,,,,,,,,,,,1,,,"snow",,,,,,,,,,,,,
992546,"992546","19.5","10.0",,,,,,,,,,"84",,,,,,,,"poor",,,,,"3",,,,,,,,,,,,,,1,,,"snow",,,,,,,,,,,,,
992547,"992547",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992548,"992548","14.0","9.0",,,,,,,,,,,,,,,"5",,,,,,,,"5",,,,,,,,,,,,,,1,,,"dirt",,,,,,,,,,,,,
992549,"992549",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992550,"992550",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992551,"992551",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992552,"992552","13.0","6.0",,,,,,,,,,,,,,,"1",,,"very good",,,,,"5",,,,"big toe far largest","first",,,,,,,,,1,,,,,,,,,,,,,,,,
992553,"992553","13.0","6.0",,,,,,,,,,,,,,,"40",,,"very good",,,,,"5",,,,"big toe far largest","first",,,,,,,,,1,,,,,,,,,,,,,,,,
992554,"992554",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992555,"992555",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992556,"992556",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992557,"992557",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992558,"992558",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992559,"992559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992560,"992560","16.0",,,,,,,,,,,,,,,,"1",,,"poor",,,,,"5",,,,,,,,,,,,,,1,,,"dust",,,,,,,,,,,,,
992561,"992561",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992562,"992562","15.0","7.0",,,,,,,,,,,,,,,,,,"fair",,,,,"5",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992563,"992563","13.0",,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992564,"992564",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992565,"992565","14.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992566,"992566",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992567,"992567",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992568,"992568",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992569,"992569",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992570,"992570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992571,"992571","14.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"wet sand",,,,,,,,,,,,,
992572,"992572",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992573,"992573",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992574,"992574","15.0",,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992575,"992575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992576,"992576",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992577,"992577",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992578,"992578",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992579,"992579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992580,"992580",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992581,"992581",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992582,"992582",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992583,"992583",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992584,"992584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992585,"992585",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992586,"992586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992587,"992587",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992588,"992588","31.0","17.0",,"deep",,,,,,,,"72",,,,,"many",,,"good",,,,,"4",,,,,,,,,,,,,,2,,,"hard deep snow",,,,,,,,"trees","trees",,,,
992589,"992589","17.0","13.5",,,,,,,,,,"48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992590,"992590","18.0","8.5",,,,,,,,,,"50",,,,,"100",,,,,,,,"5",,,,,,,,,,,,,,1,,,"snow",,,,,,,,"bridge or wharf","valley",,,,
992591,"992591","15.5",,,,,,,,,,,,,,,,,,,"poor",,,,,,,,,,,,,,,,,,,2,,,"soft deep snow",,,,,,,,,"trees",,,,
992592,"992592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992593,"992593",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992594,"992594","19.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992595,"992595","17.0","9.0",,,,,,,,,,"50",,,,,"few",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,"field","work site",,,,
992596,"992596",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992597,"992597",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992598,"992598",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992599,"992599",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992600,"992600","19.0",,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,1,,,"soft shallow snow",,,,,,,,,,,,,
992601,"992601","18.0",,,,,,,,,,,"long",,,,,,,,,,,,,"5",,,,,,,,,,,,,,1,,,"snow",,,,,,,,,,,,,
992602,"992602","18.0",,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,1,,,"snow",,,,,,,,"road","bushes",,,,
992603,"992603","big",,,,,,,,,,,"48",,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"snow",,,,,,,,,,,,,
992604,"992604","15.0",,,,,,,,,,,,,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992605,"992605","15.0",,,,,,,,,,,"long",,,,,,,,,,,,,"5",,,,,,,,,,,,,,,,,"snow",,,,,,,,,,,,,
992606,"992606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992607,"992607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992608,"992608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
992609,"992609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992610,"992610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992611,"992611",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992612,"992612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992613,"992613",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992614,"992614",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992615,"992615",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992616,"992616",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
